logit_epsilon,logit_mu,z_mean_mean_pairwise_distance_final,z_mean_mean_pairwise_sq_distance_final,z_mean_mean_opinion_shift,z_mean_late_opinion_variance,z_mean_abs_variance_change,z_mean_large_move_rate,c1_0_0,c1_0_1,c1_0_2,c1_0_3,c1_0_4,c1_0_5,c1_1_1,c1_1_2,c1_1_3,c1_1_4,c1_1_5,c1_2_2,c1_2_3,c1_2_4,c1_2_5,c1_3_3,c1_3_4,c1_3_5,c1_4_4,c1_4_5,c1_5_5
-1.095526520431983,-0.8729681215663647,0.2631664631388954,0.12978393484115558,0.06196801981232854,0.06658274964881496,0.013854850845005274,0.0029566666666666595,0.0209069745043156,0.021529382940183583,-0.003504027152070564,0.011384263283649006,-0.001646192957428998,-0.0011644258829893314,0.022749241366737907,-0.003327504181860358,0.01203260063139212,-0.0017576837092934273,-0.001163526296669863,0.003015099391979187,-0.0017595740969741126,0.0005852822937478339,0.0004690488784257446,0.006364430249487151,-0.000929700070173674,-0.0006147304307191798,0.0002902670856161273,0.000174815041182851,0.0008245428762095433
-1.3094120133864342,-1.0960754183142205,0.27368632930213777,0.13982460341822064,0.04149401568272631,0.07190534828259533,0.007976054004277693,0.00010499999999999987,0.01681385997264782,0.018228629950292976,-0.001637166453882366,0.00968761398900182,-0.000668550707136281,-2.3148870971539847e-05,0.02002278833051175,-0.0015851862805444164,0.010643213935064984,-0.0007223624330029073,-2.4232178505978365e-05,0.0017020313622920446,-0.0008415549344573883,0.00027918382132501414,1.8658834667440483e-05,0.005657535267059854,-0.0003836615627316311,-1.2821205595078132e-05,9.880815636914256e-05,5.196821078439575e-06,2.7123373373373276e-05
-1.0454951001153652,-1.9119647698161275,0.2743565181912252,0.14012508517057606,0.03051369135721816,0.07206604709569978,0.008432316279771014,0.0,0.017760084158578545,0.019310389992450102,-0.0013343838679273606,0.010263615338746883,-0.0007582588623851592,0.0,0.021177611535951133,-0.0013532393954017647,0.011258148185406486,-0.0008371112086604272,0.0,0.0008188915967170438,-0.00071879270340558,0.00017047984767752457,0.0,0.005984984196227195,-0.000444959184246965,0.0,8.619770167457587e-05,0.0,0.0
-0.8653309892670069,-1.995381481021885,0.2687879945915615,0.13424733112382117,0.03533063486249713,0.06894653773371087,0.01132598180929527,3.3333333333333337e-06,0.019836986470437454,0.021044774611842097,-0.0022632452995106213,0.01115573578650054,-0.0012300863428880775,-2.442170317660658e-06,0.022531481194371275,-0.0023112135504745677,0.011946210137961457,-0.0013265534888486938,-3.0227121524182313e-06,0.0010296265553190141,-0.0012243172288064605,0.00028116740393454225,-8.977781742378497e-07,0.006333993601191723,-0.00070325691267919,-1.6088112626868397e-06,0.00016012768952976391,3.5235351720695916e-07,8.324991658324959e-07
-1.4751277186521954,-2.3731149136964276,0.2838824973509253,0.15006191069322583,0.011852197063919767,0.07735780961260975,0.0023021572549015703,0.0,0.013358408060074201,0.015026782004807277,-0.00025923120937764577,0.00802577195814557,-0.00012143658263987048,0.0,0.016972814270694758,-0.0002756672781698359,0.00906629486495185,-0.00013574311045616244,0.0,0.00012889357816027707,-0.0001470036937207721,1.9769954367301532e-05,0.0,0.004842961305786146,-7.246341499583265e-05,0.0,7.034961452071852e-06,0.0,0.0
-0.5429459084900703,-0.5152069454796728,0.1929810602715078,0.07033422076528478,0.1393961108581746,0.0355938367396904,0.045835081231858754,0.08770833333333328,0.10198672986746105,0.07120323900212781,-0.038713359212821014,0.036667470325453234,-0.01581027995586316,-0.04872343401991525,0.05154315715761954,-0.028366068509803468,0.0265651940270219,-0.01203843807785168,-0.03623901582746193,0.022114594016485228,-0.014622654680942492,0.008062928682182939,0.025836955288752992,0.013692125754724418,-0.006211173134974397,-0.018688074986176605,0.0038166590186550385,0.010819468332928435,0.04564997288955623
-1.5895495235037393,-0.5448745485177131,0.27897655255041187,0.14544840936488077,0.0413017548024153,0.07489710271638614,0.005139045325416712,0.0003449999999999997,0.01471818441135636,0.016201752582678988,-0.0013230025961687606,0.008628694258684975,-0.000380751092586255,-7.662506410307019e-05,0.01799107309201624,-0.0013634599386435982,0.009583257091781849,-0.0004145944213633759,-8.98864337913516e-05,0.0016066029856507012,-0.0007255403669936608,0.00019063420463656848,6.351739152231179e-05,0.005104752646138774,-0.00022075384401466186,-4.783854580726629e-05,4.525792822472285e-05,9.859167091899026e-06,8.431389723056402e-05
-1.0637118699780546,-1.1452351316529388,0.2649860438282745,0.13115002311026067,0.054034039397970315,0.06730544845324198,0.013152484590983397,0.001046666666666671,0.01965564163238826,0.020769033908487007,-0.002827790736558794,0.010991402791564554,-0.0014923879497464828,-0.00040349614063326994,0.02238573901884273,-0.002693672876767957,0.011850017328974028,-0.001602381215243187,-0.00040305096976355316,0.00251177407104562,-0.0014243002150976813,0.000503252840073766,0.00020385811952966322,0.006272967963813906,-0.0008479716920695345,-0.00021306144206350384,0.00024500787083623667,6.899772703841332e-05,0.0002734467801134469
-0.5688857014973367,-1.7628875603286596,0.24676213548373369,0.11251276353325027,0.06032434996636814,0.05748692187731787,0.02308528948315751,0.0007600000000000028,0.03083833125763288,0.029483055008234792,-0.007680575502476157,0.015474319857749686,-0.003519307859863735,-0.00044791296173748573,0.02854176797101979,-0.007341553494443981,0.01498468113092728,-0.0034829158747010317,-0.0004404259182277379,0.0034942415087278623,-0.003853293648233945,0.001325647282591789,0.00017044571372219563,0.00786724475232587,-0.0018289732886881181,-0.00023111088204096097,0.0007067243006396938,8.084226578484568e-05,0.00018688021354688018
-1.15217156153974,-0.3424518464868589,0.2615542633825537,0.12853873379560038,0.07762008622934229,0.0659242672002145,0.01430522927402093,0.01601500000000003,0.021557321665637546,0.02191917062443227,-0.004930457017634248,0.011586303896888802,-0.001716364296574282,-0.003664142838600284,0.022910586149389973,-0.004834568817872787,0.012112617165993196,-0.001800259601885828,-0.0037951547475477744,0.004942804240037645,-0.0025554380984462405,0.0009136894366656695,0.0025528541115461835,0.006403922572948216,-0.0009514431997801259,-0.002005400936618565,0.0003339449984321906,0.0007355443033043301,0.005052602185518855
