v,a,t0,w,z_mean_rt_mean_corr,z_mean_rt_var_corr,z_mean_rt_mean_err,z_mean_rt_var_err,z_mean_err_rate,z_mean_rt_q10,c1_0_0,c1_0_1,c1_0_2,c1_0_3,c1_0_4,c1_0_5,c1_1_1,c1_1_2,c1_1_3,c1_1_4,c1_1_5,c1_2_2,c1_2_3,c1_2_4,c1_2_5,c1_3_3,c1_3_4,c1_3_5,c1_4_4,c1_4_5,c1_5_5
-0.037636952178929484,0.5508572014198942,0.3366521864222449,0.34687046711550285,0.36300699987292706,0.005229960328295147,0.3396290712390236,0.004450642378385907,0.6482499999999995,0.30223141678678417,0.00885953031582168,0.001830811288799517,6.155399269736422e-05,7.022663678154567e-06,0.0034471761446179068,1.4219100045893313e-05,0.0006086488544903665,6.217099916917635e-05,3.500951214154031e-05,0.0014860987973407012,2.2828549318124136e-05,0.004686910192850613,0.0009366975430697989,0.004224333565345672,0.0005248963842692,0.0003401605191180189,0.0013886898442211982,4.950815911521959e-05,0.22134033613445375,-0.001282551925787884,0.00037394751410611593
-1.693767306679839,1.2032007038047872,0.25249907344496636,0.7657095070265768,0.340204088420173,0.030562140612043345,0.48906479496038396,0.052314320818987355,0.6459583333333332,0.263712296406489,0.044709033717035655,0.030402668043514967,-0.004132175577382843,0.003160185451334013,-0.002928714614455998,0.0078085391076131066,0.03521734615783223,0.0009987023285289534,0.004395502558113143,-6.278782261472098e-05,4.755487864419516e-05,0.03455072300521734,0.02172378780310553,-0.014201853077812441,-0.003049464979868315,0.02588928805875247,-0.011887412788714748,-0.002138139203670996,0.23985049019607826,0.021743156725798168,0.009712537705404511
2.303114688077649,0.36567897190913956,0.25697404588572925,0.7478991521011212,0.247590624006436,0.0007105444574172632,0.2655950988099113,0.0009676409472669246,0.12248611111111109,0.23196837187411765,0.0005063472413058913,4.1658339489743175e-05,5.862855263112956e-05,8.78653463552758e-06,-0.0005728644054807235,4.686746520736885e-05,6.213254823484484e-06,9.859620290379838e-06,-1.5758958614991914e-07,-7.221590082411686e-05,1.5315875937008311e-06,0.004108552964641403,0.0003140197384323607,0.0017175691823791573,-1.1044649321029748e-05,6.146292445005728e-05,0.0002669008353344727,-4.400182945901468e-06,0.10574218020541547,8.896866288953652e-05,3.512577884695741e-05
0.13343922814258224,1.6164985179459155,0.5194768819575944,0.8040243933999714,0.6140561760819216,0.17758529877590634,0.873731874045865,0.2907423841388061,0.16776388888888888,0.4449598154969597,0.0681750104239895,0.11939153644635553,0.00911928009971671,0.027992668267735332,0.005910011262129923,0.003313539308804705,0.375100552043702,-0.011637793379513513,0.08537462162908646,0.02004661294516979,0.0011160208237302298,0.28968932968278316,0.5117134409783015,-0.001296304311147041,0.00684621139095434,2.4840595239924403,0.010199598020230469,0.01819211674429533,0.1425348972922503,0.0018390676032465393,0.002112997364444424
0.5310263932034687,2.0501195019201064,0.4890042673733761,0.6357500527979814,0.8199047615413683,0.43953224520149503,0.969611354502249,0.49096482865421215,0.15114118438137636,0.5097465326102162,0.11197366737055288,0.2382205771437811,-0.01771874532495461,0.059188261384991746,-0.00996172236234236,0.012692462345746006,1.1376956166594736,-0.03494432008086493,0.1790678528457415,-0.02664710216139874,-0.021190720326035604,0.671574075453275,1.5009532869606994,-0.018529267813189993,0.01548711289040791,7.136153544143261,-0.07949321524267383,0.08410176005611453,0.13544457754641323,0.010325883742724189,0.02188753149122204
-1.1050266146561887,0.7628443286549866,0.40567960063609754,0.35034242226339457,0.45741559319599123,0.014880024764658063,0.4202404874810037,0.012750115806698527,0.8182638888888891,0.358773798176123,0.032230133981270975,0.011103745213976208,-0.0004599371253375316,-0.0006129702735476512,-0.00046473403274395947,0.00017195327213064928,0.0075164331233817825,-0.0002476449646187716,-0.000397630970476528,0.001170535398950465,-0.0003203360802490751,0.006164492094254314,0.0023782994054376417,0.0035250861961928118,0.000590793490268222,0.001836113362056841,0.0021551380395538806,1.894333844388395e-05,0.11861052754435097,-0.0018976894798934747,0.000698771711828808
-1.47304355345483,0.6222017266810633,0.5348646320871461,0.3457073934493907,0.5028604892518137,0.00677416014087118,0.4779740480028057,0.005722090734872783,0.8335416666666668,0.43965342662120876,0.014689824653484335,0.004017121592546374,0.0008432575925761785,0.0003676881655474689,-0.00020515836043074592,-8.426484949818816e-05,0.00207893055606058,0.00010197830057294672,7.65846884780924e-05,-0.0006095050883654557,-8.138620059489288e-07,0.0025131799608013464,0.0008045669364514194,0.001543944956902019,0.0003763681831736262,0.00039955325923514624,0.0010163726598298067,4.969814683018714e-05,0.16248074229691883,-0.0014647853287259207,0.00034869539397953676
2.408236335298186,1.247413846271273,0.5571993203843438,0.7095537019470517,0.534602431977714,0.020345355054299376,0.6254113021668338,0.03328727110749156,0.01038888888888889,0.4654583397494676,0.007465328761798795,0.004172810958523975,-0.0012667377731220041,-0.000247854009772802,-0.0007147870273161782,0.0005884230376505606,0.004726342591154648,0.0015163110753580573,0.0033803973306607343,-0.00011484396510559448,-5.2874283093553186e-05,0.8396292228519786,0.4214036427075564,-0.0004209577150164016,-0.0003119032938839027,0.6071623429300105,0.004472528553447398,-0.0030975797453204282,0.012149393090569567,0.00026709219449406004,0.0008465249880382719
0.3141949366379748,0.5532646879788397,0.5021944037174803,0.698402900791408,0.44680379389909586,0.004104601966544571,0.47419310383233654,0.0052585449383407,0.2729722222222222,0.4152602927852039,0.001820726816877605,0.00041187356795089643,-0.00020837380325433122,-0.00015044124068305762,0.002110186703968721,0.00026091115029383685,0.0002071229773595916,-0.0001848181841391671,-8.112446858436841e-05,-8.388238469165801e-05,1.9337114177238923e-05,0.008709236202903405,0.001643785766670047,-0.0004432859671229523,9.356622482758484e-05,0.0007204722522366119,-0.0009173552987171704,2.8535897176863607e-05,0.16412278244631195,0.001666752589691624,0.0002119080225102226
-2.5159115139914507,2.2668652310423205,0.4448018298841604,0.6687381878036436,0.5550201830666099,0.04362895382911138,0.7150137598615348,0.08380587606184385,0.9793055555555561,0.5472988303617959,0.7223004342732016,0.6123156489807666,-0.002069127967046578,-0.0073076989667299015,0.0029465660800724594,0.029147352717311975,0.9546369633005046,-0.04341046404708409,-0.0509063507515197,-0.0160317312460957,-0.0027817534236825817,0.025173895209774165,0.022778059291408588,0.0020076592537834567,0.009935069946729094,0.04280237070979284,0.001339763034911843,0.0002432222101142328,0.01724323062558349,0.005093777096211821,0.022837708505001324
